,student_id,cefr_rate,passed_count,failed_count,attempts_count,pass_score,total_problems_given
44,313,83.2717707611913,15.0,390.0,1.0333333333333334,9.60888888888889,415
45,315,82.4233070015133,18.0,420.0,1.206896551724138,9.572,438
46,316,51.82113058136156,45.0,498.0,1.6666666666666667,12.635789473684211,543
47,317,0.0,48.0,510.0,1.135135135135135,15.348125,575
48,318,48.980000000000004,2.0,18.0,4.0,10.0,20
49,319,67.74379658993972,26.0,472.0,1.303030303030303,9.28875,514
50,338,0.0,0.0,3.0,1.0,,63
51,340,0.0,10.0,84.0,1.0,9.721666666666666,182
52,348,0.0,0.0,3.0,1.3333333333333333,,15
53,349,0.0,7.0,36.0,1.0,15.0,62
54,351,0.0,0.0,0.0,1.0,,20
55,354,0.0,1.0,4.0,1.0,8.33,150
56,355,0.0,20.0,30.0,1.0,17.40285714285714,311
